name,rank,model,chain_i,chain_j,iLIS,iLIA,iLISA,ipSAE,actifpTM,LIS,cLIS,LIA,cLIA,ipTM,pLDDT_i,pLDDT_j,pTM,LIR_i,LIR_j,cLIR_i,cLIR_j,LIpLDDT_i,LIpLDDT_j,cLIpLDDT_i,cLIpLDDT_j,len_i,len_j,LIR_indices_i,LIR_indices_j,cLIR_indices_i,cLIR_indices_j
aPKC___hkb,1,1,A,B,0.1834,394.7,72.4,0.0198,0.7332,0.1523,0.2209,2258.0,69.0,0.2900,44.7,32.6,0.390,314,12,22,9,87.7,38.0,82.9,39.8,958,297,"[612-652,655-815,827-870,875-885,887-904,909-927,929-948]",[7-18],"[625-626,660,703,740,742-745,758,760-761,774-781,807,813]",[9-17]
aPKC___hkb,2,5,A,B,0.0571,206.2,11.8,0.0147,0.6015,0.0511,0.0637,1574.0,27.0,0.2300,45.4,34.2,0.390,290,11,18,6,90.9,31.9,85.8,33.4,958,297,"[612-651,656-671,674-766,770-815,828-869,875-885,887-904,909-921,923,936-938,940-942,944-947]",[10-20],"[623-626,703,707,742-744,778-781,807,811-813,832]","[11-14,16-17]"
aPKC___hkb,3,3,A,B,0.0534,145.5,7.8,0.0132,0.6045,0.0441,0.0648,1176.0,18.0,0.2200,45.3,33.7,0.390,277,8,11,6,90.3,30.7,81.0,31.2,958,297,"[613,615-636,638-651,658-665,667-671,674-766,770-815,827-869,875-885,887-903,911-919,932,936,938,940-941,944,946-947]","[11-17,19]","[625-626,742,778-781,812-813,829,832]","[11-15,17]"
aPKC___hkb,4,2,A,B,0.0159,23.5,0.4,0.0000,0.4945,0.0146,0.0172,46.0,12.0,0.2000,45.4,31.6,0.380,27,4,7,4,88.3,31.3,84.1,31.3,958,297,"[651,667,685,688,703,731,738-740,742,761,774-779,782,786,795,815,832-833,836,850,861,866]",[13-16],"[740,761,776-779,782]",[13-16]
aPKC___hkb,5,4,A,B,0.0000,0.0,0.0,0.0000,0.3503,0.0000,0.0000,0.0,0.0,0.1900,43.8,30.8,0.380,0,0,0,0,,,,,958,297,,,,
aPKC___hng1,1,4,A,B,0.2965,1589.2,471.3,0.3685,0.8765,0.2009,0.4377,42095.0,60.0,0.3900,44.4,40.2,0.440,335,106,17,15,85.6,75.9,76.7,64.7,958,315,"[485-489,608-819,826-915,919,921,923-926,931-952]","[1-105,176]","[489,659,666,764-773,790-791,939,942]","[1,3-6,36,55,59-60,62-63,66-67,70,176]"
aPKC___hng1,2,3,A,B,0.2624,2550.2,669.1,0.3181,0.8509,0.1847,0.3726,45800.0,142.0,0.4000,45.5,43.2,0.430,399,133,39,33,85.3,70.1,75.2,54.4,958,315,"[486-507,509-519,522-546,548,609-819,824-952]","[1-120,168-180]","[487-496,541,626,656,659,666,764-774,779-780,790-791,807,811-813,829,832,939,942-943]","[1,3-6,34,36,55-56,59-60,62-63,66-67,70,102,110-112,116,118-119,169-178]"
aPKC___hng1,3,5,A,B,0.0272,77.6,2.1,0.0109,0.4837,0.0314,0.0236,753.0,8.0,0.3300,45.0,41.3,0.420,155,48,6,6,88.8,66.8,68.8,50.4,958,315,"[613,616,618,620,626-629,631-633,642-651,654,656-657,659-665,667-668,670,674,680-681,683-694,703,714,716-718,722,727,729-740,742-743,745,747,749,754-755,758-759,761-768,770-776,778-801,803-804,806-808,812-815,830-839,841,848,850-852,854,861-864,866-867,879,881,883,938-939,941,944,947]","[14-16,19,25,43,54-55,57-69,71-73,88,91-94,96-98,100-114,119]","[626,654,656,767,772,779]","[60,66,102-103,108,112]"
aPKC___hng1,4,2,A,B,0.0854,455.2,38.9,0.0139,0.6583,0.0846,0.0863,4228.0,49.0,0.3300,45.0,42.6,0.410,296,44,26,17,90.1,64.7,82.3,42.0,958,315,"[611-672,674-709,711-815,827-870,875-885,888-903,913,919,929-948]","[15-16,19,24,42,46,57-66,68-70,92,94-95,98-119]","[625-627,654,656-657,703,740,742-744,758,760-761,774-780,807,811-813,829]","[70,100,102-103,105,107-115,117-119]"
aPKC___hng1,5,1,A,B,0.0000,0.0,0.0,0.0000,0.3084,0.0000,0.0000,0.0,0.0,0.2100,44.4,36.5,0.390,0,0,0,0,,,,,958,315,,,,
aPKC___hng2,1,1,A,B,0.1599,1365.5,218.4,0.0927,0.7940,0.1103,0.2319,21937.0,85.0,0.3900,45.1,48.2,0.420,301,100,23,19,89.3,77.1,72.9,74.8,958,254,"[611-672,674-708,712-767,769-815,828-869,875-884,888-902,914-915,917-948]","[14-99,104-117]","[624-627,650,653-654,656-657,774-777,779,828-830,832-833,932,935-937]","[34,39-42,45,73,76-78,80-81,84-85,87-89,91,105]"
aPKC___hng2,2,4,A,B,0.0000,0.0,0.0,0.0000,0.2419,0.0000,0.0000,0.0,0.0,0.2000,45.9,47.0,0.420,0,0,0,0,,,,,958,254,,,,
aPKC___hng2,3,3,A,B,0.0000,0.0,0.0,0.0000,0.2330,0.0000,0.0000,0.0,0.0,0.1900,45.4,46.1,0.400,0,0,0,0,,,,,958,254,,,,
aPKC___hng2,4,2,A,B,0.0000,0.0,0.0,0.0000,0.2124,0.0000,0.0000,0.0,0.0,0.1800,44.5,48.6,0.380,0,0,0,0,,,,,958,254,,,,
aPKC___hng2,5,5,A,B,0.0000,0.0,0.0,0.0000,0.1706,0.0000,0.0000,0.0,0.0,0.1700,45.8,46.2,0.400,0,0,0,0,,,,,958,254,,,,
aPKC___hng3,1,3,A,B,0.0000,0.0,0.0,0.0000,0.4371,0.0192,0.0000,1.0,0.0,0.2700,44.6,37.8,0.400,1,1,0,0,80.9,72.1,,,958,333,[938],[26],,
aPKC___hng3,2,2,A,B,0.0000,0.0,0.0,0.0000,0.4577,0.0225,0.0000,1.0,0.0,0.2600,45.3,40.0,0.390,1,1,0,0,77.1,73.8,,,958,333,[651],[20],,
aPKC___hng3,3,1,A,B,0.0000,0.0,0.0,0.0000,0.3226,0.0000,0.0000,0.0,0.0,0.2200,44.6,35.9,0.400,0,0,0,0,,,,,958,333,,,,
aPKC___hng3,4,5,A,B,0.0000,0.0,0.0,0.0000,0.2687,0.0000,0.0000,0.0,0.0,0.2100,44.6,37.5,0.390,0,0,0,0,,,,,958,333,,,,
aPKC___hng3,5,4,A,B,0.0000,0.0,0.0,0.0000,0.2078,0.0000,0.0000,0.0,0.0,0.1900,43.7,37.4,0.390,0,0,0,0,,,,,958,333,,,,
aPKC___hrg,1,2,A,B,0.1573,3.9,0.6,0.3897,0.4367,0.4946,0.0500,15.0,1.0,0.2400,44.0,61.8,0.410,3,9,1,1,64.3,28.4,80.4,26.0,958,826,"[1,775,882]","[771-772,820-826]",[775],[772]
aPKC___hrg,2,5,A,B,0.0000,0.0,0.0,0.2584,0.4858,0.3708,0.0000,18.0,0.0,0.2300,43.3,61.5,0.420,6,9,0,0,80.1,19.2,,,958,826,"[1,717,851,867,882,898]","[706-707,820-826]",,
aPKC___hrg,3,3,A,B,0.0000,0.0,0.0,0.3789,0.4120,0.4943,0.0000,14.0,0.0,0.2200,43.4,60.9,0.420,1,7,0,0,16.5,22.7,,,958,826,[1],[820-826],,
aPKC___hrg,4,4,A,B,0.0000,0.0,0.0,0.2696,0.3871,0.5098,0.0000,12.0,0.0,0.2200,40.9,60.1,0.410,1,6,0,0,16.5,16.0,,,958,826,[1],[821-826],,
aPKC___hrg,5,1,A,B,0.0000,0.0,0.0,0.2673,0.3330,0.4977,0.0000,12.0,0.0,0.2100,41.8,60.5,0.410,1,6,0,0,17.2,15.0,,,958,826,[1],[821-826],,
aPKC___hth,1,3,A,B,0.0450,10.4,0.5,0.0000,0.5845,0.0393,0.0515,18.0,6.0,0.2500,46.4,35.3,0.360,5,14,2,5,79.1,75.8,53.8,80.8,958,487,"[154-155,754-755,762]","[102,105,138,141-142,145,160-161,163-165,167-168,302]",[154-155],"[102,161,164-165,168]"
aPKC___hth,2,5,A,B,0.0177,32.1,0.6,0.0119,0.5206,0.0299,0.0105,258.0,4.0,0.2500,46.2,33.7,0.360,176,4,3,3,94.0,32.3,87.6,33.3,958,487,"[613,615-616,618,620-621,624-626,628,630-634,641-649,660-665,667,669-670,674,677,680-686,688,690-694,697,714,716-746,748-749,753-767,770-774,777-778,780-781,783-792,794-803,805,807-810,812-815,830,832-837,847,850-864,866-868,877-879,881,883-884,889,891-893,895,897,899,944]",[300-303],"[761,774,777]",[301-303]
aPKC___hth,3,1,A,B,0.0000,0.0,0.0,0.0000,0.4480,0.0000,0.0000,0.0,0.0,0.2000,44.9,31.6,0.360,0,0,0,0,,,,,958,487,,,,
aPKC___hth,4,2,A,B,0.0205,47.6,1.0,0.0108,0.5517,0.0192,0.0220,252.0,9.0,0.2000,46.1,34.1,0.360,173,6,7,4,94.3,30.6,85.9,31.9,958,487,"[615-616,618-619,621,624-626,630-635,640-651,659,663-670,676-678,680-695,697,699,701-703,705-707,712,714,716-719,722-724,726-728,730-745,748-749,751,753-756,758-764,771-787,791,794-795,797-803,805,808-809,812-815,830,832-833,836-837,840,847,850-851,853-855,857-859,861,863,865-867,878-879,881,883-884,889,891-893,895,899,938,940-941,945]",[299-304],"[626,761,775,777-779,782]",[300-303]
aPKC___hth,5,4,A,B,0.0000,0.0,0.0,0.0000,0.3490,0.0000,0.0000,0.0,0.0,0.1900,46.0,31.4,0.380,0,0,0,0,,,,,958,487,,,,
aPKC___ind,1,2,A,B,0.1690,1251.8,211.6,0.0878,0.7840,0.1377,0.2074,22710.0,69.0,0.3200,47.4,28.1,0.410,330,64,25,19,91.9,74.5,83.4,60.0,958,320,"[610-672,674-767,770-870,875-885,887-904,906-948]",[224-287],"[624,626,653-654,703-704,706-707,710,742-744,780,807,811-813,816,821,824,827,915,917-918,921]","[225-231,233,235-236,254,268-269,272,277,281,284-286]"
aPKC___ind,2,1,A,B,0.1768,752.1,133.0,0.1029,0.7432,0.1180,0.2649,13795.0,41.0,0.3200,45.9,27.0,0.400,322,55,12,14,89.8,73.0,76.6,65.4,958,320,"[611-653,655-671,674-767,770-817,823-870,875-885,887-906,908-948]",[234-288],"[624-626,651,703,707,744,778-780,829,917]","[250-252,254,272-273,275-277,280,283-284,286-287]"
aPKC___ind,3,3,A,B,0.0000,0.0,0.0,0.0000,0.4029,0.0000,0.0000,0.0,0.0,0.2200,46.5,24.6,0.390,0,0,0,0,,,,,958,320,,,,
aPKC___ind,4,5,A,B,0.0000,0.0,0.0,0.0000,0.3128,0.0000,0.0000,0.0,0.0,0.2100,46.0,23.7,0.390,0,0,0,0,,,,,958,320,,,,
aPKC___ind,5,4,A,B,0.0000,0.0,0.0,0.0000,0.2264,0.0000,0.0000,0.0,0.0,0.1700,45.2,23.1,0.390,0,0,0,0,,,,,958,320,,,,
aPKC___inv,1,5,A,B,0.3499,2072.6,725.2,0.4175,0.9636,0.2660,0.4602,22728.0,189.0,0.3800,45.7,28.8,0.400,345,72,43,37,88.1,51.8,78.6,53.9,958,576,[608-952],"[277-290,412-441,531-554,558,560-561,563]","[623-627,701,703-704,706-708,710,740,744,758,760-761,775-780,782,787-790,811-813,816,821,824,827-830,833-834,915,917-918]","[277-279,284-285,289-290,417-420,422-431,433-437,439,533-534,536-537,543-545,547,551,553]"
aPKC___inv,2,2,A,B,0.4771,1078.3,514.4,0.5215,0.9822,0.3854,0.5905,8742.0,133.0,0.3900,46.0,24.9,0.370,345,23,33,15,89.3,50.7,83.5,57.4,958,576,[608-952],[414-436],"[625-627,655-657,659-660,703,706-707,710,740,742-744,758,760-761,763,774-781,807,811-813,816]","[416-417,419-421,423-431,433]"
aPKC___inv,3,4,A,B,0.2411,760.5,183.4,0.0267,0.9044,0.2074,0.2803,5355.0,108.0,0.3100,44.1,25.3,0.370,322,21,30,14,85.6,40.6,77.3,43.8,958,576,"[611-816,827-870,875-885,887-904,906-948]",[416-436],"[624-626,703-704,706-707,710,740,742-744,761,774-780,782,807-808,811-813,816,829,833,915]","[418-419,422-433]"
aPKC___inv,4,3,A,B,0.2191,767.7,168.2,0.0239,0.8944,0.1770,0.2710,5560.0,106.0,0.2900,45.0,26.9,0.370,322,28,32,16,88.2,40.2,80.8,42.0,958,576,"[611-815,827-870,875-885,887-948]","[281-286,416-437]","[623-627,701,703-704,707,740,742-745,758,760-761,774-779,782,807,811-813,829,915,917-918]","[418-419,422-431,433-436]"
aPKC___inv,5,1,A,B,0.1443,362.7,52.3,0.0191,0.7921,0.1195,0.1742,2156.0,61.0,0.2500,44.2,23.4,0.360,314,13,20,11,87.0,33.2,76.7,33.4,958,576,"[612-653,655-672,674-815,827-870,875-885,887-904,908-927,929-947]",[419-431],"[624-627,703,707,740,742-745,760-761,774-779,782]","[419,421-428,430-431]"
aPKC___ix,1,1,A,B,0.0656,51.8,3.4,0.0119,0.5218,0.0504,0.0853,268.0,10.0,0.3100,46.5,52.1,0.430,89,17,5,4,92.5,75.8,79.7,72.5,958,188,"[706,712-720,722-730,733,744,747,753,778,781,785-787,796-815,832-833,836-837,840-855,857-868,877-879,881,883-884,889-890,893]","[63-64,67-68,71,100-111]","[810,842,844-846]","[100,103-104,107]"
aPKC___ix,2,3,A,B,0.0810,59.5,4.8,0.0120,0.5463,0.0606,0.1082,322.0,11.0,0.3100,46.7,53.7,0.420,78,19,5,4,93.7,77.6,84.0,77.2,958,188,"[642,693,703,705-706,712-720,722,724,734,753,778,781-782,786-787,796,799-800,802-815,832-833,835-836,840-861,863,866,877-884,889,897]","[63,67,70-71,98-111,113]","[810,842,844-846]","[100,103-104,107]"
aPKC___ix,3,2,A,B,0.0210,16.1,0.3,0.0000,0.4792,0.0179,0.0246,65.0,4.0,0.2800,46.7,48.7,0.430,37,7,3,2,91.6,72.8,79.3,72.5,958,188,"[712,714,716-717,719,803,805-810,813-815,833,836,840-848,850-855,859,879,881,883-884]","[67-68,71,103,106-107,110]",[844-846],"[103,107]"
aPKC___ix,4,5,A,B,0.0000,0.0,0.0,0.0000,0.3549,0.0000,0.0000,0.0,0.0,0.2700,47.0,36.9,0.440,0,0,0,0,,,,,958,188,,,,
aPKC___ix,5,4,A,B,0.0000,0.0,0.0,0.0000,0.2684,0.0000,0.0000,0.0,0.0,0.2200,46.2,42.4,0.430,0,0,0,0,,,,,958,188,,,,
aPKC___jigr1,1,1,A,B,0.0000,0.0,0.0,0.0000,0.2369,0.0000,0.0000,0.0,0.0,0.2100,45.2,35.9,0.390,0,0,0,0,,,,,958,336,,,,
aPKC___jigr1,2,2,A,B,0.0000,0.0,0.0,0.0000,0.2988,0.0000,0.0000,0.0,0.0,0.1900,45.6,40.6,0.390,0,0,0,0,,,,,958,336,,,,
aPKC___jigr1,3,3,A,B,0.0000,0.0,0.0,0.0000,0.2205,0.0000,0.0000,0.0,0.0,0.1900,45.3,35.8,0.390,0,0,0,0,,,,,958,336,,,,
aPKC___jigr1,4,4,A,B,0.0000,0.0,0.0,0.0000,0.2473,0.0000,0.0000,0.0,0.0,0.1900,44.1,35.1,0.390,0,0,0,0,,,,,958,336,,,,
aPKC___jigr1,5,5,A,B,0.0000,0.0,0.0,0.0000,0.2748,0.0000,0.0000,0.0,0.0,0.1800,45.0,36.6,0.390,0,0,0,0,,,,,958,336,,,,
aPKC___jim,1,4,A,B,0.1266,49.6,6.3,0.1936,0.6143,0.1151,0.1393,107.0,23.0,0.3300,41.2,25.3,0.340,41,12,6,6,68.0,26.9,54.2,35.7,958,937,"[1,488-496,500,503-504,719,725,772,774-776,779,782,784-792,800,804,807-809,834-838,867]","[35-41,933-937]",[489-494],[35-40]
aPKC___jim,2,5,A,B,0.4604,5.7,2.6,0.1922,0.4461,0.5134,0.4129,11.0,3.0,0.2300,43.4,25.3,0.340,1,6,1,2,15.1,15.2,15.1,14.6,958,937,[1],[932-937],[1],"[932,935]"
aPKC___jim,3,3,A,B,0.0000,0.0,0.0,0.2043,0.4604,0.4741,0.0000,12.0,0.0,0.2300,43.3,24.1,0.340,1,7,0,0,15.0,18.3,,,958,937,[1],[931-937],,
aPKC___jim,4,1,A,B,0.0000,0.0,0.0,0.2584,0.2449,0.5368,0.0000,12.0,0.0,0.2000,43.3,26.0,0.340,1,6,0,0,16.2,20.7,,,958,937,[1],[932-937],,
aPKC___jim,5,2,A,B,0.0000,0.0,0.0,0.2541,0.3357,0.4803,0.0000,12.0,0.0,0.2000,44.4,25.5,0.330,1,6,0,0,16.8,18.3,,,958,937,[1],[932-937],,
aPKC___jub,1,3,A,B,0.0717,167.6,12.0,0.0144,0.6571,0.0691,0.0745,1338.0,21.0,0.2800,44.1,28.3,0.350,270,16,13,7,89.5,37.1,78.3,39.7,958,728,"[5-6,487,489,613,615-636,638-650,662-671,674-764,771-815,829-869,875-884,887-903,909-921,938,944,947]","[93-103,532,554,556,591,593]","[5-6,703,706-707,742-744,778,780,811-812,915]","[93-94,96,99-100,532,556]"
aPKC___jub,2,2,A,B,0.1168,131.6,15.4,0.0177,0.6235,0.1000,0.1364,284.0,61.0,0.2300,44.5,30.5,0.350,11,52,8,19,40.2,63.9,39.9,62.5,958,728,[481-491],"[580-584,586-602,604-609,611-622,624-635]",[482-489],"[591-596,600,602,605,614-621,630,633]"
aPKC___jub,3,5,A,B,0.0191,23.2,0.4,0.0000,0.5667,0.0148,0.0247,134.0,4.0,0.2300,43.7,29.2,0.340,97,6,3,3,92.3,29.2,87.0,29.0,958,728,"[615,621,631,633-634,640-643,645,682,684-685,688,691,693,699,701-704,706-708,713-714,716-718,720,724,736-737,739,742-746,748-749,754,756,774-775,781,783-787,792,795-799,801-802,804,807-815,831-834,837,841,843,847-853,855,858-859,861,863,866,877,879,881-884,891,897]",[94-99],"[703,707,813]","[96,98-99]"
aPKC___jub,4,4,A,B,0.0000,0.0,0.0,0.0000,0.4005,0.0000,0.0000,0.0,0.0,0.2200,42.5,27.3,0.330,0,0,0,0,,,,,958,728,,,,
aPKC___jub,5,1,A,B,0.0000,0.0,0.0,0.0000,0.4241,0.0000,0.0000,0.0,0.0,0.2200,42.4,28.5,0.340,0,0,0,0,,,,,958,728,,,,
aPKC___jumu,1,2,A,B,0.3590,2312.0,829.9,0.3638,0.9440,0.2378,0.5418,63634.0,84.0,0.3800,47.0,28.3,0.390,352,134,17,18,90.8,84.4,69.5,81.6,958,719,"[1-11,611-951]",[405-538],"[3-4,6-7,624,781,820,822-825,827-830,832,922]","[415-417,458,460-462,464-468,479,483,493,496-497,500]"
aPKC___jumu,2,4,A,B,0.0741,152.4,11.3,0.0140,0.6250,0.0694,0.0792,1367.0,17.0,0.2500,44.0,27.1,0.360,220,80,7,5,88.8,81.0,71.4,65.3,958,719,"[616,618-622,624,629-634,641-650,659-670,674-681,684-686,688,690-697,700,702-703,712-767,770-815,828-845,847-869,876-885,888-895,897]","[410-426,428,430-452,454-472,486-491,493,496-504,511,513-514,524]","[775,780-781,786,788,829,833]","[457-458,460-461,464]"
aPKC___jumu,3,3,A,B,0.0118,18.2,0.2,0.0000,0.5482,0.0119,0.0116,37.0,9.0,0.2300,44.3,27.3,0.350,27,6,7,2,87.6,28.9,81.5,29.5,958,719,"[626-627,685,692-693,739-740,742-745,754-755,757,759,761-763,773-778,781,832-833]",[711-716],"[626-627,740,761,776-778]",[714-715]
aPKC___jumu,4,5,A,B,0.0000,0.0,0.0,0.0000,0.4650,0.0000,0.0000,0.0,0.0,0.2200,45.5,27.6,0.340,0,0,0,0,,,,,958,719,,,,
aPKC___jumu,5,1,A,B,0.0000,0.0,0.0,0.0000,0.4189,0.0000,0.0000,0.0,0.0,0.2100,44.1,27.7,0.350,0,0,0,0,,,,,958,719,,,,
aPKC___kay,1,3,A,B,0.2901,761.0,220.7,0.2372,0.8891,0.2286,0.3681,5080.0,114.0,0.3900,45.3,22.1,0.360,337,15,28,12,87.8,48.4,81.8,52.1,958,755,"[611-822,824-885,887-948,950]",[245-259],"[623-627,654,656-657,660,703,740,742-744,758,761,774-782,915,917-918]",[246-257]
aPKC___kay,2,5,A,B,0.0172,4.6,0.1,0.0000,0.5170,0.0221,0.0133,21.0,1.0,0.2800,45.4,21.7,0.350,16,6,1,1,91.3,51.9,72.2,53.4,958,755,"[714,718,761,771,778,791,807,829,833,837,852,854,856,864,866,879]","[428-429,431-433,436]",[829],[432]
aPKC___kay,3,2,A,B,0.0600,72.4,4.3,0.0129,0.6426,0.0381,0.0944,2623.0,2.0,0.2700,46.6,21.9,0.350,280,27,2,2,93.1,56.8,73.7,55.5,958,755,"[612-636,638-652,655,657-671,674-697,699-709,711-766,770-815,827-845,847-869,875-884,889-899,913-921,926,932-933,936-947]","[420,422-447]","[626,829]",[431-432]
aPKC___kay,4,1,A,B,0.0000,0.0,0.0,0.0000,0.4887,0.0000,0.0000,0.0,0.0,0.2200,45.0,21.0,0.340,0,0,0,0,,,,,958,755,,,,
aPKC___kay,5,4,A,B,0.0000,0.0,0.0,0.0000,0.4094,0.0000,0.0000,0.0,0.0,0.2100,45.0,20.1,0.350,0,0,0,0,,,,,958,755,,,,
aPKC___ken,1,4,A,B,0.1000,412.6,41.3,0.0139,0.6627,0.0794,0.1261,2791.0,61.0,0.2900,42.5,32.4,0.370,248,47,12,15,86.3,59.1,68.7,60.7,958,601,"[615-636,640-651,657-671,674-697,700-706,712-767,770-815,827-845,847-869,875-885,887-897,899,941]","[507,509,513-522,524-531,534-551,582-584,586-587,593-596]","[625-626,761,773-779,782,829]","[514,520-521,526,537-542,544-545,548,583,587]"
aPKC___ken,2,1,A,B,0.0000,0.0,0.0,0.0000,0.4961,0.0042,0.0000,1.0,0.0,0.2600,43.7,31.4,0.360,1,1,0,0,77.6,57.3,,,958,601,[833],[540],,
aPKC___ken,3,2,A,B,0.0000,0.0,0.0,0.0000,0.3735,0.0000,0.0000,0.0,0.0,0.2300,45.2,33.7,0.360,0,0,0,0,,,,,958,601,,,,
aPKC___ken,4,3,A,B,0.0000,0.0,0.0,0.0000,0.3630,0.0000,0.0000,0.0,0.0,0.2100,44.5,32.4,0.360,0,0,0,0,,,,,958,601,,,,
aPKC___ken,5,5,A,B,0.0000,0.0,0.0,0.0000,0.2420,0.0000,0.0000,0.0,0.0,0.1800,46.0,33.9,0.370,0,0,0,0,,,,,958,601,,,,
aPKC___key,1,1,A,B,0.0054,1.0,0.0,0.0000,0.4362,0.0054,0.0054,1.0,1.0,0.2100,45.4,43.6,0.390,1,1,1,1,76.8,47.6,76.8,47.6,958,389,[845],[280],[845],[280]
aPKC___key,2,2,A,B,0.0000,0.0,0.0,0.0000,0.3659,0.0000,0.0000,0.0,0.0,0.2000,46.0,49.8,0.380,0,0,0,0,,,,,958,389,,,,
aPKC___key,3,3,A,B,0.0000,0.0,0.0,0.0000,0.2292,0.0000,0.0000,0.0,0.0,0.1800,45.4,43.9,0.380,0,0,0,0,,,,,958,389,,,,
aPKC___key,4,5,A,B,0.0000,0.0,0.0,0.0000,0.2083,0.0000,0.0000,0.0,0.0,0.1700,46.6,43.6,0.390,0,0,0,0,,,,,958,389,,,,
aPKC___key,5,4,A,B,0.0000,0.0,0.0,0.0000,0.1996,0.0000,0.0000,0.0,0.0,0.1600,45.2,39.8,0.370,0,0,0,0,,,,,958,389,,,,
aPKC___klu,1,4,A,B,0.0000,0.0,0.0,0.2265,0.4703,0.5221,0.0000,11.0,0.0,0.2300,42.9,22.7,0.340,1,6,0,0,15.5,22.7,,,958,817,[1],[812-817],,
aPKC___klu,2,3,A,B,0.0000,0.0,0.0,0.2265,0.3383,0.5204,0.0000,11.0,0.0,0.2000,44.5,21.4,0.340,1,6,0,0,15.3,14.7,,,958,817,[1],[812-817],,
aPKC___klu,3,2,A,B,0.0000,0.0,0.0,0.1981,0.3219,0.5244,0.0000,10.0,0.0,0.2000,44.8,20.8,0.340,1,5,0,0,18.5,14.6,,,958,817,[1],[813-817],,
aPKC___klu,4,1,A,B,0.0000,0.0,0.0,0.2125,0.3057,0.5170,0.0000,10.0,0.0,0.2000,43.2,20.5,0.340,1,5,0,0,16.4,17.2,,,958,817,[1],[813-817],,
aPKC___klu,5,5,A,B,0.0000,0.0,0.0,0.2339,0.3219,0.5390,0.0000,10.0,0.0,0.1900,44.7,22.3,0.330,1,5,0,0,15.9,15.5,,,958,817,[1],[813-817],,
aPKC___kmg,1,5,A,B,0.0000,0.0,0.0,0.0000,0.3136,0.0000,0.0000,0.0,0.0,0.2500,43.2,35.4,0.350,0,0,0,0,,,,,958,747,,,,
aPKC___kmg,2,3,A,B,0.0000,0.0,0.0,0.0000,0.2936,0.0000,0.0000,0.0,0.0,0.2100,43.5,33.6,0.350,0,0,0,0,,,,,958,747,,,,
aPKC___kmg,3,4,A,B,0.0000,0.0,0.0,0.0000,0.3515,0.0000,0.0000,0.0,0.0,0.2100,41.6,34.7,0.340,0,0,0,0,,,,,958,747,,,,
aPKC___kmg,4,1,A,B,0.0000,0.0,0.0,0.0000,0.2595,0.0000,0.0000,0.0,0.0,0.2100,42.1,31.1,0.340,0,0,0,0,,,,,958,747,,,,
aPKC___kmg,5,2,A,B,0.0000,0.0,0.0,0.0000,0.2390,0.0000,0.0000,0.0,0.0,0.1900,44.1,37.6,0.340,0,0,0,0,,,,,958,747,,,,
aPKC___kn,1,3,A,B,0.0883,175.7,15.5,0.0162,0.6153,0.0882,0.0885,1102.0,28.0,0.2800,44.6,42.1,0.340,283,11,16,7,89.5,31.4,83.4,32.5,958,689,"[612-651,660-671,674-709,711-767,770-815,830-869,875-884,887-903,911,913-923,932-933,936-941,943-947]","[13-19,135-138]","[625-627,703-704,740,760-761,774-780,782]","[13-18,137]"
aPKC___kn,2,5,A,B,0.0392,40.1,1.6,0.0119,0.5974,0.0295,0.0522,134.0,12.0,0.2500,44.8,43.4,0.370,9,64,3,6,32.0,88.8,33.0,85.6,958,689,[131-139],"[199-207,215-224,226,228-232,237-238,240,256-259,261,269-271,273-277,279,327,329-331,333-340,359,361-362,364-365,367,374,376-377,381]","[135-136,139]","[203-204,219,331,335,337]"
aPKC___kn,3,1,A,B,0.0000,0.0,0.0,0.0000,0.3620,0.0000,0.0000,0.0,0.0,0.2100,44.0,41.2,0.350,0,0,0,0,,,,,958,689,,,,
aPKC___kn,4,4,A,B,0.0000,0.0,0.0,0.0000,0.3993,0.0000,0.0000,0.0,0.0,0.2100,42.3,41.2,0.350,0,0,0,0,,,,,958,689,,,,
aPKC___kn,5,2,A,B,0.0000,0.0,0.0,0.0000,0.2493,0.0000,0.0000,0.0,0.0,0.1900,44.9,43.0,0.340,0,0,0,0,,,,,958,689,,,,
aPKC___kni,1,4,A,B,0.3823,2723.3,1041.0,0.6532,0.9775,0.2713,0.5386,46939.0,158.0,0.4300,45.7,33.7,0.430,350,115,37,28,86.3,74.7,79.7,65.8,958,434,[606-955],"[1-108,428-434]","[624,703-704,706-708,739-740,742-744,760-761,774-781,807,812-813,816,821,824-825,827-830,832,915-918]","[2-7,23,75,77,79-80,82-83,85-90,92-94,97-98,431-434]"
aPKC___kni,2,2,A,B,0.3599,1370.5,493.2,0.4597,0.9538,0.2625,0.4935,16054.0,117.0,0.3800,46.8,30.2,0.400,345,69,23,18,90.3,71.9,80.1,65.9,958,434,[608-952],"[10-13,16-38,67-108]","[703,706-707,742-744,778-781,807,811-813,816,819-821,827-830,832]","[23,77,79-80,82-83,85-90,92-94,97-98,101]"
aPKC___kni,3,3,A,B,0.2952,2257.5,666.4,0.3423,0.9140,0.2323,0.3750,47190.0,108.0,0.3600,46.3,33.5,0.420,344,109,31,25,88.6,76.3,72.8,69.0,958,434,[609-952],"[2-105,430-434]","[624-626,660,703,706-708,710,742-744,761,774-777,779-780,813,817,819-822,824,826-829,917]","[6,15-19,27-29,31-32,79-82,85-90,93,432-434]"
